location,plot,cage,species,percent_cover,height_cm
north,1,grounded,Brassica tournefortii,,
north,1,grounded,Bromus diandrus,,
north,1,grounded,Bromus hordeaceus,,
north,1,grounded,Bromus madritensis,5,12
north,1,grounded,Camissonia campestris,,
north,1,grounded,Camissoniopsis micrantha,1,3
north,1,grounded,Cardionema ramosissimum,,
north,1,grounded,Castilleja affinis,,
north,1,grounded,Chenipodium californicum,,
north,1,grounded,Chorizanthe angustifolia,10,2
north,1,grounded,Cirsium occidentale,,
north,1,grounded,Claytonia perifolata,,
north,1,grounded,Conicosia pugioniformis,,
north,1,grounded,Corethrogyne filaginifolia,5,15
north,1,grounded,Crassula connata,2,3
north,1,grounded,Croton californicus,,
north,1,grounded,Cryptantha clevelandii,,
north,1,grounded,Cuscuta sp.,,
north,1,grounded,Descurainia pinnata,,
north,1,grounded,Dudleya lanceolata,,
north,1,grounded,Erharta calycina,,
north,1,grounded,Ericameria ericoides,,
north,1,grounded,Eriogonum fasciculatum,,
north,1,grounded,Eriogonum parvifolium,,
north,1,grounded,Erodium botrys,,
north,1,grounded,Erodium circutarium,,
north,1,grounded,Erysimum insulare,,
north,1,grounded,Festuca bromoides,10,10
north,1,grounded,Festuca muyros,3,3
north,1,grounded,Festuca perennis,,
north,1,grounded,Frangula californica,,
north,1,grounded,Hesperocnide tenella,,
north,1,grounded,Hordeum murinum,,
north,1,grounded,Horkelia cuneata ,,
north,1,grounded,Hypochaeris glabra,,
north,1,grounded,Lamarkia aurea,,
north,1,grounded,Linanthus californicus,,
north,1,grounded,Lotus strigosus,,
north,1,grounded,Lupinus chamissonis,,
north,1,grounded,Lupinus nipomensis,,
north,1,grounded,Monardella ,,
north,1,grounded,Mucronea californica,,
north,1,grounded,Nuttallanthus texanus,,
north,1,grounded,Phacelia douglasii,,
north,1,grounded,Phacillia ramomissomum,,
north,1,grounded,Pholisma arenarium,,
north,1,grounded,Plagiobothrys nothofolvus,,
north,1,grounded,Plantago erecta,,
north,1,grounded,Plantago lanceolota,,
north,1,grounded,Polycarpon tetraphyllum,5,2
north,1,grounded,Pseudognaphalium bioletti,,
north,1,grounded,Pseudognaphalium californicum,,
north,1,grounded,Pseudognaphalium luteoalbum,,
north,1,grounded,Rafinesquia californica,,
north,1,grounded,Schismus arabicus,,
north,1,grounded,Sencio californicus,,
north,1,grounded,Toxicodendron diversilobum,,
north,1,grounded,Madia sativa,,
north,1,lifted,Abronia umbellata,,
north,1,lifted,Achillea millefolium,,
north,1,lifted,Acmispon glaber,,
north,1,lifted,Ambrosia psilostachya,,
north,1,lifted,Amsinkia spectabilis,,
north,1,lifted,Brassica tournefortii,,
north,1,lifted,Bromus diandrus,,
north,1,lifted,Bromus hordeaceus,,
north,1,lifted,Bromus madritensis,,
north,1,lifted,Camissonia campestris,,
north,1,lifted,Camissoniopsis micrantha,,
north,1,lifted,Cardionema ramosissimum,1,2
north,1,lifted,Castilleja affinis,,
north,1,lifted,Chenipodium californicum,,
north,1,lifted,Chorizanthe angustifolia,,
north,1,lifted,Cirsium occidentale,,
north,1,lifted,Claytonia perifolata,,
north,1,lifted,Conicosia pugioniformis,,
north,1,lifted,Corethrogyne filaginifolia,,
north,1,lifted,Crassula connata,,
north,1,lifted,Croton californicus,,
north,1,lifted,Cryptantha clevelandii,,
north,1,lifted,Cuscuta sp.,,
north,1,lifted,Descurainia pinnata,,
north,1,lifted,Dudleya lanceolata,,
north,1,lifted,Erharta calycina,,
north,1,lifted,Ericameria ericoides,,
north,1,lifted,Eriogonum fasciculatum,,
north,1,lifted,Eriogonum parvifolium,,
north,1,lifted,Erodium botrys,,
north,1,lifted,Erodium circutarium,,
north,1,lifted,Erysimum insulare,,
north,1,lifted,Festuca bromoides,,
north,1,lifted,Festuca muyros,3,1
north,1,lifted,Festuca perennis,,
north,1,lifted,Frangula californica,,
north,1,lifted,Hesperocnide tenella,,
north,1,lifted,Hordeum murinum,,
north,1,lifted,Horkelia cuneata ,,
north,1,lifted,Hypochaeris glabra,,
north,1,lifted,Lamarkia aurea,,
north,1,lifted,Linanthus californicus,,
north,1,lifted,Lotus strigosus,,
north,1,lifted,Lupinus chamissonis,,
north,1,lifted,Lupinus nipomensis,,
north,1,lifted,Monardella ,,
north,1,lifted,Mucronea californica,1,4
north,1,lifted,Nuttallanthus texanus,,
north,1,lifted,Phacelia douglasii,,
north,1,lifted,Phacillia ramomissomum,,
north,1,lifted,Pholisma arenarium,,
north,1,lifted,Plagiobothrys nothofolvus,,
north,1,lifted,Plantago erecta,,
north,1,lifted,Plantago lanceolota,,
north,1,lifted,Polycarpon tetraphyllum,,
north,1,lifted,Pseudognaphalium bioletti,,
north,1,lifted,Pseudognaphalium californicum,,
north,1,lifted,Pseudognaphalium luteoalbum,,
north,1,lifted,Rafinesquia californica,,
north,1,lifted,Schismus arabicus,,
north,1,lifted,Sencio californicus,,
north,1,lifted,Toxicodendron diversilobum,,
north,1,lifted,Madia sativa,,
north,1,lifted,Silene laciniata,,
north,2,grounded,Abronia umbellata,,
north,2,grounded,Achillea millefolium,,
north,2,grounded,Acmispon glaber,,
north,2,grounded,Ambrosia psilostachya,,
north,2,grounded,Amsinkia spectabilis,20,60
north,2,grounded,Brassica tournefortii,,
north,2,grounded,Bromus diandrus,,
north,2,grounded,Bromus hordeaceus,,
north,2,grounded,Bromus madritensis,45,50
north,2,grounded,Camissonia campestris,,
north,2,grounded,Camissoniopsis micrantha,3,8
north,2,grounded,Cardionema ramosissimum,,
north,2,grounded,Castilleja affinis,,
north,2,grounded,Chenipodium californicum,,
north,2,grounded,Chorizanthe angustifolia,,
north,2,grounded,Cirsium occidentale,2,10
north,2,grounded,Claytonia perifolata,,
north,2,grounded,Conicosia pugioniformis,,
north,2,grounded,Corethrogyne filaginifolia,,
north,2,grounded,Crassula connata,,
north,2,grounded,Croton californicus,,
north,2,grounded,Cryptantha clevelandii,,
north,2,grounded,Cuscuta sp.,,
north,2,grounded,Descurainia pinnata,,
north,2,grounded,Dudleya lanceolata,,
north,2,grounded,Erharta calycina,,
north,2,grounded,Ericameria ericoides,,
north,2,grounded,Eriogonum fasciculatum,,
north,2,grounded,Eriogonum parvifolium,,
north,2,grounded,Erodium botrys,,
north,2,grounded,Erodium circutarium,,
north,2,grounded,Erysimum insulare,,
north,2,grounded,Festuca bromoides,2,50
north,2,grounded,Festuca muyros,,
north,2,grounded,Festuca perennis,,
north,2,grounded,Frangula californica,,
north,2,grounded,Hesperocnide tenella,,
north,2,grounded,Hordeum murinum,,
north,2,grounded,Horkelia cuneata ,,
north,2,grounded,Hypochaeris glabra,,
north,2,grounded,Lamarkia aurea,,
north,2,grounded,Linanthus californicus,,
north,2,grounded,Lotus strigosus,,
north,2,grounded,Lupinus chamissonis,,
north,2,grounded,Lupinus nipomensis,,
north,2,grounded,Monardella ,,
north,2,grounded,Mucronea californica,,
north,2,grounded,Nuttallanthus texanus,,
north,2,grounded,Phacelia douglasii,,
north,2,grounded,Phacillia ramomissomum,,
north,2,grounded,Pholisma arenarium,,
north,2,grounded,Plagiobothrys nothofolvus,1,20
north,2,grounded,Plantago erecta,,
north,2,grounded,Plantago lanceolota,,
north,2,grounded,Polycarpon tetraphyllum,,
north,2,grounded,Pseudognaphalium bioletti,,
north,2,grounded,Pseudognaphalium californicum,,
north,2,grounded,Pseudognaphalium luteoalbum,,
north,2,grounded,Rafinesquia californica,,
north,2,grounded,Schismus arabicus,,
north,2,grounded,Sencio californicus,,
north,2,grounded,Toxicodendron diversilobum,,
north,2,grounded,Madia sativa,,
north,2,grounded,Silene laciniata,,
north,2,lifted,Abronia umbellata,,
north,2,lifted,Achillea millefolium,,
north,2,lifted,Acmispon glaber,,
north,2,lifted,Ambrosia psilostachya,,
north,2,lifted,Amsinkia spectabilis,15,60
north,2,lifted,Brassica tournefortii,,
north,2,lifted,Bromus diandrus,1,50
north,2,lifted,Bromus hordeaceus,,
north,2,lifted,Bromus madritensis,5,10
north,2,lifted,Camissonia campestris,1,3
north,2,lifted,Camissoniopsis micrantha,,
north,2,lifted,Cardionema ramosissimum,,
north,2,lifted,Castilleja affinis,,
north,2,lifted,Chenipodium californicum,,
north,2,lifted,Chorizanthe angustifolia,,
north,2,lifted,Cirsium occidentale,2,10
north,2,lifted,Claytonia perifolata,,
north,2,lifted,Conicosia pugioniformis,1,5
north,2,lifted,Corethrogyne filaginifolia,3,15
north,2,lifted,Crassula connata,1,2
north,2,lifted,Croton californicus,,
north,2,lifted,Cryptantha clevelandii,15,20
north,2,lifted,Cuscuta sp.,,
north,2,lifted,Descurainia pinnata,,
north,2,lifted,Dudleya lanceolata,,
north,2,lifted,Erharta calycina,,
north,2,lifted,Ericameria ericoides,,
north,2,lifted,Eriogonum fasciculatum,,
north,2,lifted,Eriogonum parvifolium,,
north,2,lifted,Erodium botrys,,
north,2,lifted,Erodium circutarium,,
north,2,lifted,Erysimum insulare,5,40
north,2,lifted,Festuca bromoides,10,5
north,2,lifted,Festuca muyros,4,10
north,2,lifted,Festuca perennis,,
north,2,lifted,Frangula californica,,
north,2,lifted,Hesperocnide tenella,,
north,2,lifted,Hordeum murinum,,
north,2,lifted,Horkelia cuneata ,,
north,2,lifted,Hypochaeris glabra,,
north,2,lifted,Lamarkia aurea,,
north,2,lifted,Linanthus californicus,,
north,2,lifted,Lotus strigosus,,
north,2,lifted,Lupinus chamissonis,,
north,2,lifted,Lupinus nipomensis,,
north,2,lifted,Monardella ,,
north,2,lifted,Mucronea californica,,
north,2,lifted,Nuttallanthus texanus,,
north,2,lifted,Phacelia douglasii,,
north,2,lifted,Phacillia ramomissomum,,
north,2,lifted,Pholisma arenarium,,
north,2,lifted,Plagiobothrys nothofolvus,,
north,2,lifted,Plantago erecta,,
north,2,lifted,Plantago lanceolota,,
north,2,lifted,Polycarpon tetraphyllum,,
north,2,lifted,Pseudognaphalium bioletti,,
north,2,lifted,Pseudognaphalium californicum,,
north,2,lifted,Pseudognaphalium luteoalbum,,
north,2,lifted,Rafinesquia californica,,
north,2,lifted,Schismus arabicus,,
north,2,lifted,Sencio californicus,,
north,2,lifted,Toxicodendron diversilobum,,
north,2,lifted,Madia sativa,5,20
north,2,lifted,Silene laciniata,,
north,3,grounded,Abronia umbellata,,
north,3,grounded,Achillea millefolium,,
north,3,grounded,Acmispon glaber,,
north,3,grounded,Ambrosia psilostachya,,
north,3,grounded,Amsinkia spectabilis,60,40
north,3,grounded,Brassica tournefortii,,
north,3,grounded,Bromus diandrus,,
north,3,grounded,Bromus hordeaceus,,
north,3,grounded,Bromus madritensis,5,40
north,3,grounded,Camissonia campestris,1,4
north,3,grounded,Camissoniopsis micrantha,10,5
north,3,grounded,Cardionema ramosissimum,,
north,3,grounded,Castilleja affinis,,
north,3,grounded,Chenipodium californicum,,
north,3,grounded,Chorizanthe angustifolia,,
north,3,grounded,Cirsium occidentale,,
north,3,grounded,Claytonia perifolata,,
north,3,grounded,Conicosia pugioniformis,1,5
north,3,grounded,Corethrogyne filaginifolia,,
north,3,grounded,Crassula connata,,
north,3,grounded,Croton californicus,3,5
north,3,grounded,Cryptantha clevelandii,5,40
north,3,grounded,Cuscuta sp.,,
north,3,grounded,Descurainia pinnata,,
north,3,grounded,Dudleya lanceolata,,
north,3,grounded,Erharta calycina,,
north,3,grounded,Ericameria ericoides,,
north,3,grounded,Eriogonum fasciculatum,,
north,3,grounded,Eriogonum parvifolium,,
north,3,grounded,Erodium botrys,,
north,3,grounded,Erodium circutarium,,
north,3,grounded,Erysimum insulare,,
north,3,grounded,Festuca bromoides,15,40
north,3,grounded,Festuca muyros,10,5
north,3,grounded,Festuca perennis,,
north,3,grounded,Frangula californica,,
north,3,grounded,Hesperocnide tenella,,
north,3,grounded,Hordeum murinum,,
north,3,grounded,Horkelia cuneata ,,
north,3,grounded,Hypochaeris glabra,,
north,3,grounded,Lamarkia aurea,,
north,3,grounded,Linanthus californicus,,
north,3,grounded,Lotus strigosus,,
north,3,grounded,Lupinus chamissonis,,
north,3,grounded,Lupinus nipomensis,,
north,3,grounded,Monardella ,,
north,3,grounded,Mucronea californica,,
north,3,grounded,Nuttallanthus texanus,,
north,3,grounded,Phacelia douglasii,,
north,3,grounded,Phacillia ramomissomum,,
north,3,grounded,Pholisma arenarium,,
north,3,grounded,Plagiobothrys nothofolvus,,
north,3,grounded,Plantago erecta,,
north,3,grounded,Plantago lanceolota,,
north,3,grounded,Polycarpon tetraphyllum,10,3
north,3,grounded,Pseudognaphalium bioletti,,
north,3,grounded,Pseudognaphalium californicum,,
north,3,grounded,Pseudognaphalium luteoalbum,,
north,3,grounded,Rafinesquia californica,,
north,3,grounded,Schismus arabicus,,
north,3,grounded,Sencio californicus,,
north,3,grounded,Toxicodendron diversilobum,,
north,3,grounded,Madia sativa,,
north,3,grounded,Silene laciniata,5,80
north,3,lifted,Abronia umbellata,,
north,3,lifted,Achillea millefolium,,
north,3,lifted,Acmispon glaber,,
north,3,lifted,Ambrosia psilostachya,,
north,3,lifted,Amsinkia spectabilis,5,20
north,3,lifted,Brassica tournefortii,,
north,3,lifted,Bromus diandrus,,
north,3,lifted,Bromus hordeaceus,,
north,3,lifted,Bromus madritensis,,
north,3,lifted,Camissonia campestris,,
north,3,lifted,Camissoniopsis micrantha,,
north,3,lifted,Cardionema ramosissimum,,
north,3,lifted,Castilleja affinis,,
north,3,lifted,Chenipodium californicum,,
north,3,lifted,Chorizanthe angustifolia,,
north,3,lifted,Cirsium occidentale,,
north,3,lifted,Claytonia perifolata,,
north,3,lifted,Conicosia pugioniformis,1,5
north,3,lifted,Corethrogyne filaginifolia,2,5
north,3,lifted,Crassula connata,2,2
north,3,lifted,Croton californicus,,
north,3,lifted,Cryptantha clevelandii,3,20
north,3,lifted,Cuscuta sp.,,
north,3,lifted,Descurainia pinnata,,
north,3,lifted,Dudleya lanceolata,,
north,3,lifted,Erharta calycina,,
north,3,lifted,Ericameria ericoides,,
north,3,lifted,Eriogonum fasciculatum,,
north,3,lifted,Eriogonum parvifolium,,
north,3,lifted,Erodium botrys,,
north,3,lifted,Erodium circutarium,,
north,3,lifted,Erysimum insulare,,
north,3,lifted,Festuca bromoides,,
north,3,lifted,Festuca muyros,10,2
north,3,lifted,Festuca perennis,,
north,3,lifted,Frangula californica,,
north,3,lifted,Hesperocnide tenella,,
north,3,lifted,Hordeum murinum,,
north,3,lifted,Horkelia cuneata ,,
north,3,lifted,Hypochaeris glabra,,
north,3,lifted,Lamarkia aurea,,
north,3,lifted,Linanthus californicus,,
north,3,lifted,Lotus strigosus,,
north,3,lifted,Lupinus chamissonis,,
north,3,lifted,Lupinus nipomensis,,
north,3,lifted,Monardella ,,
north,3,lifted,Mucronea californica,,
north,3,lifted,Nuttallanthus texanus,,
north,3,lifted,Phacelia douglasii,,
north,3,lifted,Phacillia ramomissomum,,
north,3,lifted,Pholisma arenarium,,
north,3,lifted,Plagiobothrys nothofolvus,,
north,3,lifted,Plantago erecta,,
north,3,lifted,Plantago lanceolota,,
north,3,lifted,Polycarpon tetraphyllum,,
north,3,lifted,Pseudognaphalium bioletti,,
north,3,lifted,Pseudognaphalium californicum,1,5
north,3,lifted,Pseudognaphalium luteoalbum,,
north,3,lifted,Rafinesquia californica,,
north,3,lifted,Schismus arabicus,,
north,3,lifted,Sencio californicus,,
north,3,lifted,Toxicodendron diversilobum,,
north,3,lifted,Madia sativa,,
north,3,lifted,Silene laciniata,,
north,4,grounded,Abronia umbellata,,
north,4,grounded,Achillea millefolium,,
north,4,grounded,Acmispon glaber,,
north,4,grounded,Ambrosia psilostachya,,
north,4,grounded,Amsinkia spectabilis,,
north,4,grounded,Brassica tournefortii,,
north,4,grounded,Bromus diandrus,,
north,4,grounded,Bromus hordeaceus,,
north,4,grounded,Bromus madritensis,,
north,4,grounded,Camissonia campestris,1,3
north,4,grounded,Camissoniopsis micrantha,1,3
north,4,grounded,Cardionema ramosissimum,,
north,4,grounded,Castilleja affinis,,
north,4,grounded,Chenipodium californicum,,
north,4,grounded,Chorizanthe angustifolia,,
north,4,grounded,Cirsium occidentale,1,2
north,4,grounded,Claytonia perifolata,,
north,4,grounded,Conicosia pugioniformis,1,5
north,4,grounded,Corethrogyne filaginifolia,,
north,4,grounded,Crassula connata,2,2
north,4,grounded,Croton californicus,,
north,4,grounded,Cryptantha clevelandii,,
north,4,grounded,Cuscuta sp.,,
north,4,grounded,Descurainia pinnata,,
north,4,grounded,Dudleya lanceolata,,
north,4,grounded,Erharta calycina,1,10
north,4,grounded,Ericameria ericoides,,
north,4,grounded,Eriogonum fasciculatum,,
north,4,grounded,Eriogonum parvifolium,,
north,4,grounded,Erodium botrys,,
north,4,grounded,Erodium circutarium,,
north,4,grounded,Erysimum insulare,,
north,4,grounded,Festuca bromoides,,
north,4,grounded,Festuca muyros,10,10
north,4,grounded,Festuca perennis,,
north,4,grounded,Frangula californica,,
north,4,grounded,Hesperocnide tenella,,
north,4,grounded,Hordeum murinum,,
north,4,grounded,Horkelia cuneata ,,
north,4,grounded,Hypochaeris glabra,,
north,4,grounded,Lamarkia aurea,,
north,4,grounded,Linanthus californicus,1,5
north,4,grounded,Lotus strigosus,,
north,4,grounded,Lupinus chamissonis,,
north,4,grounded,Lupinus nipomensis,,
north,4,grounded,Monardella ,,
north,4,grounded,Mucronea californica,7,15
north,4,grounded,Nuttallanthus texanus,1,15
north,4,grounded,Phacelia douglasii,,
north,4,grounded,Phacillia ramomissomum,,
north,4,grounded,Pholisma arenarium,,
north,4,grounded,Plagiobothrys nothofolvus,,
north,4,grounded,Plantago erecta,,
north,4,grounded,Plantago lanceolota,,
north,4,grounded,Polycarpon tetraphyllum,,
north,4,grounded,Pseudognaphalium bioletti,,
north,4,grounded,Pseudognaphalium californicum,,
north,4,grounded,Pseudognaphalium luteoalbum,,
north,4,grounded,Rafinesquia californica,,
north,4,grounded,Schismus arabicus,,
north,4,grounded,Sencio californicus,,
north,4,grounded,Toxicodendron diversilobum,,
north,4,grounded,Madia sativa,,
north,4,grounded,Silene laciniata,,
north,4,lifted,Abronia umbellata,,
north,4,lifted,Achillea millefolium,,
north,4,lifted,Acmispon glaber,,
north,4,lifted,Ambrosia psilostachya,,
north,4,lifted,Amsinkia spectabilis,3,20
north,4,lifted,Brassica tournefortii,,
north,4,lifted,Bromus diandrus,,
north,4,lifted,Bromus hordeaceus,,
north,4,lifted,Bromus madritensis,,
north,4,lifted,Camissonia campestris,,
north,4,lifted,Camissoniopsis micrantha,1,3
north,4,lifted,Cardionema ramosissimum,,
north,4,lifted,Castilleja affinis,,
north,4,lifted,Chenipodium californicum,,
north,4,lifted,Chorizanthe angustifolia,,
north,4,lifted,Cirsium occidentale,,
north,4,lifted,Claytonia perifolata,,
north,4,lifted,Conicosia pugioniformis,1,5
north,4,lifted,Corethrogyne filaginifolia,,
north,4,lifted,Crassula connata,2,2
north,4,lifted,Croton californicus,,
north,4,lifted,Cryptantha clevelandii,20,20
north,4,lifted,Cuscuta sp.,,
north,4,lifted,Descurainia pinnata,,
north,4,lifted,Dudleya lanceolata,,
north,4,lifted,Erharta calycina,,
north,4,lifted,Ericameria ericoides,,
north,4,lifted,Eriogonum fasciculatum,,
north,4,lifted,Eriogonum parvifolium,1,1
north,4,lifted,Erodium botrys,,
north,4,lifted,Erodium circutarium,,
north,4,lifted,Erysimum insulare,,
north,4,lifted,Festuca bromoides,,
north,4,lifted,Festuca muyros,15,10
north,4,lifted,Festuca perennis,,
north,4,lifted,Frangula californica,,
north,4,lifted,Hesperocnide tenella,,
north,4,lifted,Hordeum murinum,,
north,4,lifted,Horkelia cuneata ,,
north,4,lifted,Hypochaeris glabra,,
north,4,lifted,Lamarkia aurea,,
north,4,lifted,Linanthus californicus,,
north,4,lifted,Lotus strigosus,,
north,4,lifted,Lupinus chamissonis,,
north,4,lifted,Lupinus nipomensis,,
north,4,lifted,Monardella ,,
north,4,lifted,Mucronea californica,5,15
north,4,lifted,Nuttallanthus texanus,,
north,4,lifted,Phacelia douglasii,,
north,4,lifted,Phacillia ramomissomum,,
north,4,lifted,Pholisma arenarium,,
north,4,lifted,Plagiobothrys nothofolvus,,
north,4,lifted,Plantago erecta,,
north,4,lifted,Plantago lanceolota,,
north,4,lifted,Polycarpon tetraphyllum,,
north,4,lifted,Pseudognaphalium bioletti,,
north,4,lifted,Pseudognaphalium californicum,,
north,4,lifted,Pseudognaphalium luteoalbum,,
north,4,lifted,Rafinesquia californica,,
north,4,lifted,Schismus arabicus,,
north,4,lifted,Sencio californicus,,
north,4,lifted,Toxicodendron diversilobum,,
north,4,lifted,Madia sativa,,
north,4,lifted,Silene laciniata,,
north,5,grounded,Abronia umbellata,,
north,5,grounded,Achillea millefolium,,
north,5,grounded,Acmispon glaber,,
north,5,grounded,Ambrosia psilostachya,,
north,5,grounded,Amsinkia spectabilis,10,40
north,5,grounded,Brassica tournefortii,,
north,5,grounded,Bromus diandrus,,
north,5,grounded,Bromus hordeaceus,,
north,5,grounded,Bromus madritensis,,
north,5,grounded,Camissonia campestris,5,15
north,5,grounded,Camissoniopsis micrantha,8,15
north,5,grounded,Cardionema ramosissimum,,
north,5,grounded,Castilleja affinis,,
north,5,grounded,Chenipodium californicum,,
north,5,grounded,Chorizanthe angustifolia,,
north,5,grounded,Cirsium occidentale,,
north,5,grounded,Claytonia perifolata,,
north,5,grounded,Conicosia pugioniformis,1,8
north,5,grounded,Corethrogyne filaginifolia,,
north,5,grounded,Crassula connata,2,3
north,5,grounded,Croton californicus,,
north,5,grounded,Cryptantha clevelandii,5,20
north,5,grounded,Cuscuta sp.,,
north,5,grounded,Descurainia pinnata,,
north,5,grounded,Dudleya lanceolata,,
north,5,grounded,Erharta calycina,1,20
north,5,grounded,Ericameria ericoides,,
north,5,grounded,Eriogonum fasciculatum,,
north,5,grounded,Eriogonum parvifolium,,
north,5,grounded,Erodium botrys,,
north,5,grounded,Erodium circutarium,,
north,5,grounded,Erysimum insulare,,
north,5,grounded,Festuca bromoides,20,20
north,5,grounded,Festuca muyros,,
north,5,grounded,Festuca perennis,,
north,5,grounded,Frangula californica,,
north,5,grounded,Hesperocnide tenella,,
north,5,grounded,Hordeum murinum,,
north,5,grounded,Horkelia cuneata ,,
north,5,grounded,Hypochaeris glabra,,
north,5,grounded,Lamarkia aurea,,
north,5,grounded,Linanthus californicus,,
north,5,grounded,Lotus strigosus,,
north,5,grounded,Lupinus chamissonis,,
north,5,grounded,Lupinus nipomensis,,
north,5,grounded,Monardella ,,
north,5,grounded,Mucronea californica,,
north,5,grounded,Nuttallanthus texanus,,
north,5,grounded,Phacelia douglasii,,
north,5,grounded,Phacillia ramomissomum,,
north,5,grounded,Pholisma arenarium,,
north,5,grounded,Plagiobothrys nothofolvus,,
north,5,grounded,Plantago erecta,,
north,5,grounded,Plantago lanceolota,,
north,5,grounded,Polycarpon tetraphyllum,,
north,5,grounded,Pseudognaphalium bioletti,,
north,5,grounded,Pseudognaphalium californicum,,
north,5,grounded,Pseudognaphalium luteoalbum,,
north,5,grounded,Rafinesquia californica,,
north,5,grounded,Schismus arabicus,,
north,5,grounded,Sencio californicus,,
north,5,grounded,Toxicodendron diversilobum,,
north,5,grounded,Madia sativa,,
north,5,grounded,Silene laciniata,,
north,5,lifted,Abronia umbellata,,
north,5,lifted,Achillea millefolium,,
north,5,lifted,Acmispon glaber,,
north,5,lifted,Ambrosia psilostachya,,
north,5,lifted,Amsinkia spectabilis,,
north,5,lifted,Brassica tournefortii,,
north,5,lifted,Bromus diandrus,1,20
north,5,lifted,Bromus hordeaceus,,
north,5,lifted,Bromus madritensis,,
north,5,lifted,Camissonia campestris,,
north,5,lifted,Camissoniopsis micrantha,1,2
north,5,lifted,Cardionema ramosissimum,,
north,5,lifted,Castilleja affinis,,
north,5,lifted,Chenipodium californicum,,
north,5,lifted,Chorizanthe angustifolia,,
north,5,lifted,Cirsium occidentale,,
north,5,lifted,Claytonia perifolata,,
north,5,lifted,Conicosia pugioniformis,1,8
north,5,lifted,Corethrogyne filaginifolia,,
north,5,lifted,Crassula connata,5,3
north,5,lifted,Croton californicus,,
north,5,lifted,Cryptantha clevelandii,3,20
north,5,lifted,Cuscuta sp.,,
north,5,lifted,Descurainia pinnata,,
north,5,lifted,Dudleya lanceolata,,
north,5,lifted,Erharta calycina,1,5
north,5,lifted,Ericameria ericoides,,
north,5,lifted,Eriogonum fasciculatum,,
north,5,lifted,Eriogonum parvifolium,,
north,5,lifted,Erodium botrys,,
north,5,lifted,Erodium circutarium,,
north,5,lifted,Erysimum insulare,,
north,5,lifted,Festuca bromoides,5,20
north,5,lifted,Festuca muyros,,
north,5,lifted,Festuca perennis,,
north,5,lifted,Frangula californica,,
north,5,lifted,Hesperocnide tenella,,
north,5,lifted,Hordeum murinum,,
north,5,lifted,Horkelia cuneata ,,
north,5,lifted,Hypochaeris glabra,,
north,5,lifted,Lamarkia aurea,,
north,5,lifted,Linanthus californicus,1,10
north,5,lifted,Lotus strigosus,,
north,5,lifted,Lupinus chamissonis,,
north,5,lifted,Lupinus nipomensis,1,2
north,5,lifted,Monardella ,,
north,5,lifted,Mucronea californica,,
north,5,lifted,Nuttallanthus texanus,,
north,5,lifted,Phacelia douglasii,,
north,5,lifted,Phacillia ramomissomum,,
north,5,lifted,Pholisma arenarium,,
north,5,lifted,Plagiobothrys nothofolvus,,
north,5,lifted,Plantago erecta,,
north,5,lifted,Plantago lanceolota,,
north,5,lifted,Polycarpon tetraphyllum,,
north,5,lifted,Pseudognaphalium bioletti,,
north,5,lifted,Pseudognaphalium californicum,,
